ID_CLIENTE,EDAD,EXPERIENCIA_LABORAL,INGRESOS_ANUALES_USD,CODIGO_POSTAL,INTEGRANTES_FAMILIA,PROMEDIO_GASTO_TARJETA,NIVEL_EDUCATIVO,VALOR_HIPOTECA,ACEPTO_CREDITO?,TIENE_INVERSIONES?,USA_HOME_BANKING?
ID_CLIENTE_4309,44,20,132000,94115,3,"2,6",Secundario Incompleto,308,Si,No,No
ID_CLIENTE_4310,34,8,188000,94025,1,"2,9",Universitario Completo,0,Si,No,Si
ID_CLIENTE_4311,65,41,170000,94143,4,"6,1",Secundario Completo,0,Si,No,Si
ID_CLIENTE_4312,32,8,14000,90034,3,"0,9",Universitario Completo,111,No,No,No
ID_CLIENTE_4313,41,15,93000,95616,1,"2,8",Universitario Completo,0,No,No,Si
ID_CLIENTE_4314,52,28,79000,94596,1,"2,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_4315,35,9,79000,94305,4,"2,2",Secundario Completo,0,No,No,No
ID_CLIENTE_4316,51,26,62000,90024,4,"1,8",Universitario Completo,119,No,No,Si
ID_CLIENTE_4317,30,6,95000,91950,2,"0,2",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_4318,58,33,60000,92672,4,"1,3",Universitario Completo,0,No,No,Si
ID_CLIENTE_4319,49,23,75000,92374,1,"1,5",Secundario Completo,0,No,No,No
ID_CLIENTE_4320,63,38,85000,91320,4,"0,1",Secundario Completo,0,No,No,No
ID_CLIENTE_4321,40,15,143000,94801,1,"4,1",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4322,27,0,34000,92717,1,"2,0",Secundario Completo,112,No,No,No
ID_CLIENTE_4323,38,14,44000,91320,2,"1,7",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4324,52,28,31000,92008,4,"0,9",Secundario Completo,151,No,Si,Si
ID_CLIENTE_4325,49,24,13000,94538,4,"0,8",Secundario Incompleto,111,No,No,Si
ID_CLIENTE_4326,59,35,52000,95616,4,"1,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4327,32,8,42000,95136,1,"0,2",Universitario Completo,102,No,No,Si
ID_CLIENTE_4328,30,4,102000,91775,4,"2,1",Universitario Completo,139,No,No,No
ID_CLIENTE_4329,64,38,143000,95039,2,"6,4",Universitario Completo,0,Si,Si,Si
ID_CLIENTE_4330,59,33,10000,94063,4,"0,7",Universitario Completo,0,No,No,Si
ID_CLIENTE_4331,62,37,44000,90401,1,"1,1",Universitario Completo,0,No,No,No
ID_CLIENTE_4332,61,37,158000,94720,2,"6,0",Secundario Incompleto,306,No,Si,Si
ID_CLIENTE_4333,53,26,12000,92672,2,"1,0",Secundario Completo,0,No,No,No
ID_CLIENTE_4334,51,26,59000,90095,1,"1,2",Secundario Incompleto,139,No,No,Si
ID_CLIENTE_4335,55,29,92000,92130,1,"1,9",Secundario Completo,0,No,No,No
ID_CLIENTE_4336,36,10,82000,94542,2,"2,8",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4337,44,19,44000,90509,4,"0,0",Secundario Completo,0,No,No,No
ID_CLIENTE_4338,26,2,182000,93010,2,"3,2",Secundario Completo,0,Si,No,No
ID_CLIENTE_4339,54,30,121000,92121,2,"0,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4340,35,11,38000,95518,1,"1,7",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4341,34,10,92000,90024,2,"2,7",Secundario Incompleto,0,No,Si,No
ID_CLIENTE_4342,28,3,53000,94305,2,"1,6",Universitario Completo,0,No,No,No
ID_CLIENTE_4343,32,7,45000,93611,3,"2,3",Secundario Incompleto,83,No,Si,Si
ID_CLIENTE_4344,38,14,63000,95422,1,"3,6",Secundario Completo,0,No,Si,Si
ID_CLIENTE_4345,53,28,181000,95051,1,"8,1",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4346,26,1,184000,94608,2,"4,2",Universitario Completo,577,Si,No,Si
ID_CLIENTE_4347,45,21,33000,94970,3,"0,5",Secundario Incompleto,136,No,No,Si
ID_CLIENTE_4348,58,33,22000,90024,3,"0,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4349,59,33,99000,92093,2,"2,7",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4350,45,18,44000,90089,3,"1,0",Secundario Completo,193,No,No,No
ID_CLIENTE_4351,64,39,101000,95134,4,"3,4",Secundario Completo,0,No,No,No
ID_CLIENTE_4352,30,3,32000,94132,1,"2,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_4353,40,16,59000,94305,4,"2,67",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4354,61,36,25000,94015,2,"0,5",Secundario Completo,0,No,No,Si
ID_CLIENTE_4355,40,16,140000,93940,3,"5,6",Secundario Incompleto,0,Si,No,No
ID_CLIENTE_4356,40,10,29000,94720,1,"0,75",Universitario Completo,0,No,No,Si
ID_CLIENTE_4357,43,19,35000,90630,1,"0,7",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4358,39,14,141000,93302,4,"6,3",Secundario Incompleto,0,Si,Si,Si
ID_CLIENTE_4359,35,11,75000,92672,4,"2,0",Universitario Completo,79,No,No,No
ID_CLIENTE_4360,38,12,58000,95054,2,"2,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4361,67,43,41000,90024,2,"1,1",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4362,55,30,42000,93940,2,"2,0",Secundario Completo,196,No,No,No
ID_CLIENTE_4363,28,2,55000,93940,3,"1,1",Secundario Completo,0,No,No,No
ID_CLIENTE_4364,30,4,18000,93711,4,"0,3",Secundario Completo,84,No,No,Si
ID_CLIENTE_4365,59,35,75000,92121,4,"2,3",Universitario Completo,0,No,Si,No
ID_CLIENTE_4366,26,2,85000,95020,2,"2,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4367,52,28,43000,90089,4,"1,1",Secundario Completo,0,No,No,No
ID_CLIENTE_4368,40,15,149000,90250,2,"3,9",Secundario Incompleto,319,No,No,Si
ID_CLIENTE_4369,31,7,25000,93943,2,"1,0",Secundario Completo,0,No,Si,Si
ID_CLIENTE_4370,50,25,19000,94005,4,"0,4",Secundario Completo,103,No,No,Si
ID_CLIENTE_4371,27,3,18000,93524,1,"0,4",Universitario Completo,0,No,No,No
ID_CLIENTE_4372,64,39,13000,90024,4,"0,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_4373,34,10,41000,91765,1,"2,4",Secundario Completo,0,No,No,No
ID_CLIENTE_4374,30,6,139000,94501,1,"4,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4375,39,15,62000,93955,3,"2,33",Secundario Incompleto,131,No,No,Si
ID_CLIENTE_4376,34,10,51000,90032,3,"2,0",Secundario Incompleto,130,No,No,No
ID_CLIENTE_4377,40,15,71000,93950,3,"3,0",Secundario Incompleto,272,No,No,Si
ID_CLIENTE_4378,33,8,145000,92507,1,"2,7",Universitario Completo,0,Si,No,Si
ID_CLIENTE_4379,38,12,45000,91768,4,"1,2",Secundario Completo,138,No,No,Si
ID_CLIENTE_4380,42,17,53000,93023,4,"1,9",Universitario Completo,0,No,No,Si
ID_CLIENTE_4381,37,13,64000,94105,1,"1,5",Universitario Completo,0,No,No,Si
ID_CLIENTE_4382,33,8,39000,94542,4,"0,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4383,60,34,38000,92182,3,"2,2",Universitario Completo,0,No,Si,No
ID_CLIENTE_4384,28,4,85000,94709,3,"2,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4385,45,20,61000,92717,3,"2,7",Secundario Completo,0,No,No,No
ID_CLIENTE_4386,56,32,23000,94610,1,"1,2",Universitario Completo,127,No,No,Si
ID_CLIENTE_4387,53,27,122000,94305,1,"2,4",Secundario Incompleto,330,No,No,No
ID_CLIENTE_4388,37,12,72000,91380,4,"0,7",Universitario Completo,0,No,No,No
ID_CLIENTE_4389,47,21,123000,90840,1,"7,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4390,58,32,40000,90057,1,"1,6",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_4391,52,26,62000,95134,4,"2,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_4392,46,22,113000,94105,2,"3,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4393,52,27,81000,92634,4,"3,8",Secundario Completo,0,No,No,No
ID_CLIENTE_4394,24,0,59000,95521,4,"1,6",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4395,57,31,25000,94523,2,"0,7",Secundario Completo,103,No,No,No
ID_CLIENTE_4396,66,41,25000,94720,4,"0,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_4397,30,5,14000,95014,4,"0,5",Universitario Completo,0,No,No,Si
ID_CLIENTE_4398,48,23,19000,90058,1,"0,1",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4399,63,37,61000,91942,1,"2,5",Universitario Completo,0,No,No,No
ID_CLIENTE_4400,48,23,21000,94904,1,"0,1",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4401,34,10,44000,94143,1,"1,33",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4402,60,35,42000,91902,3,"1,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4403,55,25,52000,90095,1,"1,4",Universitario Completo,207,No,Si,No
ID_CLIENTE_4404,50,24,112000,92064,1,"0,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4405,29,5,34000,94301,1,"0,4",Universitario Completo,0,No,No,No
ID_CLIENTE_4406,61,35,83000,91320,2,"1,7",Universitario Completo,245,No,No,Si
ID_CLIENTE_4407,50,25,24000,95133,4,"0,4",Secundario Completo,137,No,No,Si
ID_CLIENTE_4408,37,13,71000,90755,2,"1,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_4409,64,40,181000,93403,2,"2,3",Secundario Completo,0,Si,No,Si
ID_CLIENTE_4410,43,19,75000,91765,4,"0,2",Universitario Completo,102,No,No,Si
ID_CLIENTE_4411,39,14,153000,91614,2,"3,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4412,23,-2,75000,90291,2,"1,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_4413,34,10,19000,91711,4,"0,4",Secundario Completo,0,No,No,No
ID_CLIENTE_4414,29,2,31000,91775,4,"1,5",Secundario Completo,0,No,No,No
ID_CLIENTE_4415,33,8,178000,94720,3,"8,5",Secundario Incompleto,0,Si,Si,Si
ID_CLIENTE_4416,60,35,65000,90245,2,"1,5",Secundario Incompleto,220,No,No,No
ID_CLIENTE_4417,49,25,8000,94720,1,"0,3",Secundario Incompleto,97,No,No,No
ID_CLIENTE_4418,54,28,92000,92374,2,"1,1",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4419,59,34,145000,95125,4,"1,8",Secundario Incompleto,198,Si,No,Si
ID_CLIENTE_4420,42,17,85000,93065,1,"3,7",Universitario Completo,272,No,No,No
ID_CLIENTE_4421,62,38,149000,92130,1,"4,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4422,63,38,9000,94707,4,"0,6",Secundario Completo,100,No,No,Si
ID_CLIENTE_4423,57,31,164000,94607,2,"3,8",Universitario Completo,422,Si,No,Si
ID_CLIENTE_4424,61,36,40000,95816,3,"0,5",Secundario Completo,100,No,Si,No
ID_CLIENTE_4425,35,10,54000,93943,1,"2,5",Universitario Completo,0,No,No,No
ID_CLIENTE_4426,26,0,164000,95973,2,"4,0",Universitario Completo,301,Si,No,Si
ID_CLIENTE_4427,33,8,140000,95814,1,"4,6",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4428,31,7,18000,91711,1,"0,4",Universitario Completo,0,No,No,No
ID_CLIENTE_4429,51,27,12000,95818,4,"1,0",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_4430,55,29,140000,94720,2,"2,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4431,38,12,24000,94588,2,"0,8",Universitario Completo,0,No,No,Si
ID_CLIENTE_4432,38,12,60000,92806,2,"1,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4433,53,27,50000,92660,2,"0,8",Universitario Completo,0,No,No,Si
ID_CLIENTE_4434,62,38,44000,92612,1,"1,9",Secundario Completo,0,No,No,No
ID_CLIENTE_4435,35,9,51000,94596,4,"2,2",Secundario Completo,110,No,No,Si
ID_CLIENTE_4436,46,21,34000,90840,2,"1,3",Secundario Incompleto,116,No,No,No
ID_CLIENTE_4437,60,35,33000,90095,2,"0,5",Secundario Completo,0,No,No,Si
ID_CLIENTE_4438,63,38,63000,92507,2,"1,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4439,43,18,22000,90025,2,"0,0",Universitario Completo,0,No,No,No
ID_CLIENTE_4440,33,7,104000,94542,2,"3,6",Universitario Completo,0,Si,No,No
ID_CLIENTE_4441,43,19,75000,90041,3,"0,3",Universitario Completo,0,No,No,No
ID_CLIENTE_4442,62,36,75000,92709,2,"1,7",Universitario Completo,0,No,No,No
ID_CLIENTE_4443,48,23,62000,91367,4,"3,6",Universitario Completo,83,No,No,No
ID_CLIENTE_4444,38,14,48000,90034,1,"1,8",Secundario Incompleto,169,No,No,No
ID_CLIENTE_4445,36,10,73000,95035,2,"2,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4446,49,25,135000,90064,2,"1,4",Secundario Incompleto,82,No,No,Si
ID_CLIENTE_4447,61,35,61000,92177,3,"2,2",Universitario Completo,117,No,No,Si
ID_CLIENTE_4448,49,22,78000,95616,3,"2,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_4449,59,34,40000,94102,3,"0,9",Universitario Completo,0,No,No,Si
ID_CLIENTE_4450,30,6,44000,95211,1,"0,2",Universitario Completo,0,No,No,No
ID_CLIENTE_4451,44,20,45000,94111,2,"2,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4452,67,41,18000,92130,2,"0,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4453,59,35,53000,90035,4,"2,3",Universitario Completo,174,No,No,Si
ID_CLIENTE_4454,37,11,11000,94112,3,"0,1",Secundario Completo,0,No,No,No
ID_CLIENTE_4455,50,24,38000,94143,3,"0,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_4456,56,31,28000,94040,1,"1,5",Secundario Completo,0,No,Si,Si
ID_CLIENTE_4457,29,3,35000,94040,2,"0,3",Secundario Incompleto,88,No,No,Si
ID_CLIENTE_4458,55,29,81000,92843,3,"1,7",Secundario Completo,171,No,No,Si
ID_CLIENTE_4459,48,22,90000,94590,2,"0,8",Universitario Completo,205,No,No,No
ID_CLIENTE_4460,32,8,115000,90064,1,"4,0",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4461,47,22,78000,92093,1,"0,2",Secundario Completo,0,No,No,Si
ID_CLIENTE_4462,46,21,30000,94301,4,"1,9",Universitario Completo,0,No,No,Si
ID_CLIENTE_4463,33,7,39000,95630,4,"0,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4464,39,13,69000,94123,3,"0,1",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4465,60,35,29000,93943,3,"0,2",Secundario Incompleto,79,No,No,Si
ID_CLIENTE_4466,39,15,54000,94108,4,"2,2",Secundario Completo,0,No,No,No
ID_CLIENTE_4467,34,10,60000,90071,3,"2,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4468,55,30,99000,91768,1,"0,1",Universitario Completo,0,No,No,No
ID_CLIENTE_4469,67,42,51000,94117,3,"2,2",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4470,40,14,53000,94025,3,"0,5",Universitario Completo,0,No,Si,Si
ID_CLIENTE_4471,44,20,111000,91911,2,"5,3",Secundario Completo,0,Si,No,Si
ID_CLIENTE_4472,56,30,79000,94588,3,"0,8",Secundario Incompleto,302,No,No,No
ID_CLIENTE_4473,50,25,90000,95616,1,"2,8",Secundario Completo,0,No,No,Si
ID_CLIENTE_4474,31,5,18000,92115,2,"0,3",Secundario Incompleto,124,No,No,Si
ID_CLIENTE_4475,66,41,73000,95817,3,"2,4",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4476,43,18,59000,95039,3,"0,8",Universitario Completo,91,No,No,Si
ID_CLIENTE_4477,58,32,40000,95833,2,"0,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4478,33,9,41000,92028,1,"1,5",Secundario Completo,0,No,No,Si
ID_CLIENTE_4479,33,9,53000,91380,1,"2,1",Universitario Completo,0,No,No,No
ID_CLIENTE_4480,32,8,128000,93117,2,"4,33",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4481,55,30,145000,92037,2,"6,0",Universitario Completo,0,Si,No,Si
ID_CLIENTE_4482,25,-2,35000,95045,4,"1,0",Universitario Completo,0,No,No,Si
ID_CLIENTE_4483,40,14,28000,90404,2,"0,8",Universitario Completo,0,No,No,No
ID_CLIENTE_4484,54,28,155000,90095,1,"1,0",Secundario Incompleto,256,No,No,Si
ID_CLIENTE_4485,36,11,195000,95747,2,"3,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4486,35,9,50000,92182,4,"2,2",Secundario Completo,0,No,No,No
ID_CLIENTE_4487,44,19,48000,92735,3,"0,8",Universitario Completo,0,No,No,No
ID_CLIENTE_4488,38,14,81000,94583,1,"3,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_4489,30,4,50000,91030,1,"1,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4490,39,13,21000,95518,3,"0,2",Secundario Completo,0,No,No,Si
ID_CLIENTE_4491,35,9,142000,90250,2,"0,0",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_4492,41,16,64000,91604,4,"0,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4493,56,26,91000,94939,1,"3,0",Universitario Completo,0,No,No,Si
ID_CLIENTE_4494,52,28,74000,96064,1,"2,6",Secundario Completo,0,No,No,Si
ID_CLIENTE_4495,29,4,182000,95354,1,"3,7",Universitario Completo,0,Si,No,Si
ID_CLIENTE_4496,38,14,82000,95616,4,"2,67",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4497,51,25,45000,95616,4,"2,6",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4498,45,21,85000,95136,2,"3,2",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_4499,51,26,133000,90291,1,"0,6",Secundario Incompleto,328,No,No,No
ID_CLIENTE_4500,53,26,22000,91304,1,"0,5",Secundario Completo,0,No,No,Si
ID_CLIENTE_4501,50,26,24000,94305,4,"0,5",Secundario Completo,0,No,No,No
ID_CLIENTE_4502,59,33,38000,94132,3,"2,2",Universitario Completo,178,No,Si,Si
ID_CLIENTE_4503,57,32,80000,92647,2,"0,0",Universitario Completo,0,No,No,No
ID_CLIENTE_4504,45,21,33000,92374,3,"0,5",Secundario Incompleto,108,No,No,Si
ID_CLIENTE_4505,27,1,41000,93023,4,"1,8",Universitario Completo,147,No,No,No
ID_CLIENTE_4506,40,15,90000,94063,4,"1,1",Secundario Completo,0,No,Si,Si
ID_CLIENTE_4507,39,13,89000,92037,1,"2,8",Universitario Completo,153,No,No,Si
ID_CLIENTE_4508,26,1,8000,94550,2,"0,9",Universitario Completo,0,No,No,No
ID_CLIENTE_4509,27,2,85000,94117,1,"1,9",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4510,55,30,53000,94550,3,"1,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4511,64,39,20000,93109,3,"0,1",Universitario Completo,0,No,No,No
ID_CLIENTE_4512,41,17,9000,91911,1,"1,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4513,46,22,25000,95747,4,"0,6",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4514,43,19,114000,92325,1,"1,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4515,24,-3,41000,91768,4,"1,0",Universitario Completo,0,No,No,Si
ID_CLIENTE_4516,29,3,49000,94305,4,"2,1",Universitario Completo,0,No,No,No
ID_CLIENTE_4517,58,32,12000,95929,4,"0,7",Universitario Completo,0,No,No,Si
ID_CLIENTE_4518,45,18,50000,91902,3,"2,5",Secundario Completo,0,No,No,Si
ID_CLIENTE_4519,53,28,30000,94609,4,"0,2",Secundario Completo,0,No,No,Si
ID_CLIENTE_4520,45,21,32000,92399,4,"0,6",Secundario Incompleto,77,No,No,No
ID_CLIENTE_4521,32,7,41000,94706,4,"2,0",Secundario Completo,0,No,No,No
ID_CLIENTE_4522,56,31,25000,95123,3,"0,1",Secundario Completo,0,No,No,No
ID_CLIENTE_4523,31,5,29000,90630,1,"0,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4524,29,4,50000,94040,4,"1,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_4525,48,24,79000,94542,3,"0,7",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4526,36,11,110000,94110,1,"3,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4527,36,9,40000,92518,2,"1,67",Secundario Completo,129,No,Si,Si
ID_CLIENTE_4528,41,16,18000,90024,1,"0,6",Universitario Completo,0,No,No,No
ID_CLIENTE_4529,48,23,48000,94086,1,"0,3",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4530,27,0,40000,92103,4,"1,0",Universitario Completo,0,No,No,No
ID_CLIENTE_4531,33,9,19000,95370,2,"1,0",Secundario Completo,92,No,No,Si
ID_CLIENTE_4532,31,7,35000,94025,1,"1,33",Secundario Incompleto,131,No,No,No
ID_CLIENTE_4533,48,22,133000,90073,2,"3,1",Secundario Completo,0,Si,No,Si
ID_CLIENTE_4534,59,34,19000,95762,2,"0,5",Secundario Completo,0,No,No,Si
ID_CLIENTE_4535,41,17,83000,94025,4,"2,67",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4536,42,18,39000,96091,3,"2,1",Universitario Completo,0,No,No,No
ID_CLIENTE_4537,62,37,38000,92354,3,"0,5",Secundario Completo,0,No,No,No
ID_CLIENTE_4538,62,36,63000,95929,1,"2,5",Universitario Completo,0,No,No,Si
ID_CLIENTE_4539,51,24,85000,94305,3,"2,0",Secundario Completo,0,No,No,No
ID_CLIENTE_4540,48,24,14000,94305,4,"1,0",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4541,56,32,64000,90210,4,"1,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4542,62,38,124000,95023,1,"3,8",Secundario Incompleto,405,No,No,Si
ID_CLIENTE_4543,53,29,20000,94131,1,"0,2",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_4544,62,38,33000,95134,3,"0,1",Universitario Completo,0,No,No,Si
ID_CLIENTE_4545,28,4,80000,95819,3,"2,5",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4546,61,35,35000,90025,2,"0,2",Universitario Completo,0,No,No,Si
ID_CLIENTE_4547,48,24,74000,91109,3,"0,7",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_4548,50,25,32000,94304,2,"0,7",Secundario Completo,0,No,No,Si
ID_CLIENTE_4549,58,33,73000,93109,4,"0,7",Secundario Incompleto,241,No,No,No
ID_CLIENTE_4550,53,29,41000,94080,2,"0,8",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4551,65,40,18000,95621,1,"1,5",Secundario Completo,0,No,No,Si
ID_CLIENTE_4552,27,0,28000,91330,4,"1,5",Secundario Completo,0,No,No,Si
ID_CLIENTE_4553,50,23,64000,92037,1,"2,67",Secundario Completo,0,No,No,No
ID_CLIENTE_4554,50,25,44000,92093,2,"0,7",Secundario Completo,192,No,No,Si
ID_CLIENTE_4555,41,16,109000,94801,3,"1,0",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_4556,43,19,71000,95054,3,"0,3",Universitario Completo,179,No,No,No
ID_CLIENTE_4557,55,29,79000,94608,2,"1,1",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_4558,33,9,30000,95054,2,"1,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_4559,44,19,82000,95521,2,"0,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4560,47,20,101000,91950,3,"2,0",Secundario Completo,270,No,No,Si
ID_CLIENTE_4561,43,18,13000,94709,2,"0,1",Secundario Completo,0,No,No,Si
ID_CLIENTE_4562,59,33,59000,91365,3,"1,4",Universitario Completo,0,No,No,No
ID_CLIENTE_4563,65,40,64000,94928,2,"1,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4564,28,2,188000,92350,2,"4,5",Secundario Incompleto,0,No,Si,Si
ID_CLIENTE_4565,58,32,28000,90095,2,"0,3",Secundario Incompleto,148,No,No,No
ID_CLIENTE_4566,33,8,120000,92614,2,"4,2",Universitario Completo,76,Si,No,No
ID_CLIENTE_4567,24,0,131000,92831,1,"5,4",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4568,46,20,19000,94105,3,"0,5",Secundario Completo,97,No,Si,Si
ID_CLIENTE_4569,26,0,44000,94305,4,"1,3",Universitario Completo,0,No,Si,No
ID_CLIENTE_4570,47,21,49000,92152,3,"2,2",Secundario Completo,0,No,Si,No
ID_CLIENTE_4571,32,6,99000,91902,2,"4,5",Universitario Completo,249,No,No,Si
ID_CLIENTE_4572,58,28,95000,94304,1,"3,0",Universitario Completo,0,No,No,No
ID_CLIENTE_4573,32,7,81000,95112,4,"1,8",Universitario Completo,0,No,No,Si
ID_CLIENTE_4574,46,20,73000,95616,2,"0,8",Universitario Completo,264,No,No,Si
ID_CLIENTE_4575,35,11,193000,91765,2,"6,5",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4576,53,27,115000,90095,2,"0,5",Universitario Completo,0,Si,No,No
ID_CLIENTE_4577,55,30,41000,93003,2,"0,6",Universitario Completo,0,No,No,Si
ID_CLIENTE_4578,63,37,80000,90401,2,"1,7",Universitario Completo,0,No,No,Si
ID_CLIENTE_4579,45,20,90000,94143,4,"1,1",Secundario Completo,0,No,No,Si
ID_CLIENTE_4580,58,32,41000,94305,1,"0,2",Secundario Incompleto,81,No,No,Si
ID_CLIENTE_4581,50,24,102000,91103,2,"6,3",Secundario Incompleto,0,No,No,Si
ID_CLIENTE_4582,37,13,59000,94234,1,"1,5",Universitario Completo,0,No,No,No
ID_CLIENTE_4583,25,-1,69000,92691,3,"0,3",Universitario Completo,0,No,No,Si
ID_CLIENTE_4584,52,26,83000,92521,1,"3,1",Secundario Incompleto,0,Si,No,Si
ID_CLIENTE_4585,26,0,49000,90089,3,"2,4",Secundario Completo,0,No,No,No
ID_CLIENTE_4586,35,11,180000,94010,1,"3,6",Universitario Completo,571,Si,No,Si
ID_CLIENTE_4587,58,32,61000,91910,3,"2,2",Universitario Completo,0,No,No,Si
ID_CLIENTE_4588,37,11,59000,94720,4,"0,2",Universitario Completo,0,No,No,No
ID_CLIENTE_4589,35,10,85000,95351,4,"2,1",Universitario Completo,0,No,No,No
ID_CLIENTE_4590,31,7,13000,93727,1,"0,5",Universitario Completo,0,No,No,Si
ID_CLIENTE_4591,58,34,151000,94022,3,"0,6",Secundario Completo,0,Si,No,No
ID_CLIENTE_4592,43,16,44000,94577,3,"1,0",Secundario Completo,0,No,No,Si
ID_CLIENTE_4593,43,18,53000,92115,3,"0,8",Universitario Completo,154,No,No,No
ID_CLIENTE_4594,54,30,133000,95747,1,"5,0",Secundario Completo,0,Si,No,No
ID_CLIENTE_4595,53,27,31000,91320,3,"0,9",Universitario Completo,78,No,No,Si
ID_CLIENTE_4596,32,7,101000,90232,4,"2,2",Secundario Completo,0,No,No,Si
ID_CLIENTE_4597,37,13,61000,95131,3,"2,8",Secundario Incompleto,0,No,No,No
ID_CLIENTE_4598,34,10,68000,90095,3,"2,6",Secundario Completo,0,No,No,No
